tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,is_post_ai
"['javascript', 'node.js', 'reactjs']","{'account_id': 27014822, 'reputation': 3, 'user_id': 20573874, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eab183f4966113f6efdfa77137d24ba3?s=256&d=identicon&r=PG', 'display_name': 'elyasaf', 'link': 'https://stackoverflow.com/users/20573874/elyasaf'}",False,211,0,0,1669374903,1669374824,74571962,CC BY-SA 4.0,https://stackoverflow.com/questions/74571962/how-read-cookie-without-turn-off-httponly,how read cookie without turn off httpOnly,,1669374903.0,,,,false
"['reactjs', 'babeljs', 'styled-components', 'rollup']","{'account_id': 27044090, 'reputation': 113, 'user_id': 20598528, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd77f79c325690d71d6ce279aa71448c?s=256&d=identicon&r=PG', 'display_name': 'jix', 'link': 'https://stackoverflow.com/users/20598528/jix'}",False,1184,1,0,1712949511,1669374590,74571914,CC BY-SA 4.0,https://stackoverflow.com/questions/74571914/typeerror-cannot-read-properties-of-undefined-reading-withconfig-styled-c,&quot;TypeError: Cannot read properties of undefined (reading &#39;withConfig&#39;)&quot; styled-components/react/rollup/babel,,1669392363.0,,,,false
"['reactjs', 'database', 'google-cloud-firestore']","{'account_id': 25281099, 'reputation': 95, 'user_id': 19108978, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/rdTBo.jpg?s=256', 'display_name': 'chylinski', 'link': 'https://stackoverflow.com/users/19108978/chylinski'}",True,17,1,0,1669374863,1669374300,74571850,CC BY-SA 4.0,https://stackoverflow.com/questions/74571850/i-cant-access-one-of-two-subcollections-in-firestore-data-base-react,I can&#39;t access one of two subcollections in firestore data base. React,74571971.0,,,,,false
"['reactjs', 'ruby-on-rails', 'ruby', 'react-redux', 'ruby-on-rails-5']","{'account_id': 27010076, 'reputation': 1, 'user_id': 20569884, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1hfblpp-7NRCUhwA1RBiQyk93Ql7IzMRe8q5gZ=k-s256', 'display_name': 'Shubham Thakur', 'link': 'https://stackoverflow.com/users/20569884/shubham-thakur'}",False,114,2,0,1669612808,1669374055,74571800,CC BY-SA 4.0,https://stackoverflow.com/questions/74571800/how-to-launch-react-application-using-post-request-from-another-website-server,How to Launch React Application using post request from another website/server,,1669612808.0,,,,false
"['javascript', 'reactjs', 'jsx']","{'account_id': 26802057, 'reputation': 27, 'user_id': 20393875, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/6dND4.jpg?s=256', 'display_name': 'SHERAWAT LOKESH', 'link': 'https://stackoverflow.com/users/20393875/sherawat-lokesh'}",False,82,3,0,1669387664,1669374030,74571795,CC BY-SA 4.0,https://stackoverflow.com/questions/74571795/why-cant-i-enter-text-into-my-input-element-in-react,Why can&#39;t I enter text into my input element in React?,,1669386919.0,,,,false
"['reactjs', 'material-ui', 'material-icons']","{'account_id': 52171, 'reputation': 53832, 'user_id': 155861, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.sstatic.net/10Ld9.png?s=256', 'display_name': 'xkeshav', 'link': 'https://stackoverflow.com/users/155861/xkeshav'}",False,465,1,1,1684832522,1669373965,74571785,CC BY-SA 4.0,https://stackoverflow.com/questions/74571785/mui-material-and-icon-named-export-throw-module-not-found-error-in-react-applica,mui material and icon named export throw Module not found error in react application,,1684832345.0,,,,false
"['reactjs', 'react-hooks', 'supabase', 'dayjs']","{'account_id': 20657328, 'reputation': 3, 'user_id': 15166075, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/510b73b3d7d4b9c943ac130d1160d710?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'lacadaemon94', 'link': 'https://stackoverflow.com/users/15166075/lacadaemon94'}",True,40,1,0,1669380394,1669373963,74571782,CC BY-SA 4.0,https://stackoverflow.com/questions/74571782/how-to-isolate-a-function-within-a-mapped-jsx-element,How to isolate a function within a mapped JSX element?,74573039.0,1669378377.0,,,,false
"['javascript', 'reactjs', 'react-native']","{'account_id': 26512410, 'reputation': 41, 'user_id': 20147408, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3GGyWlde6eElgs12_s1UfF0LcRPN33KK-COicn=k-s256', 'display_name': 'Mathew Azmat', 'link': 'https://stackoverflow.com/users/20147408/mathew-azmat'}",False,527,0,2,1669373653,1669373653,74571711,CC BY-SA 4.0,https://stackoverflow.com/questions/74571711/rctview-generated-view-config-for-bubblingeventtypes-does-not-match-native-miss,"RCTView generated view config for bubblingEventTypes does not match native, missing",,,,,,false
"['reactjs', 'tailwind-css', 'tailwind-ui', 'flowbite']","{'account_id': 9292899, 'reputation': 476, 'user_id': 6900808, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/e390668d021280a0b5af00bffb8cb3d3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sami', 'link': 'https://stackoverflow.com/users/6900808/sami'}",False,590,0,0,1669374647,1669373531,74571691,CC BY-SA 4.0,https://stackoverflow.com/questions/74571691/why-some-of-my-custom-colors-applying-and-some-not-in-tailwind-flowbite,Why some of my custom colors applying and some not in tailwind (Flowbite)?,,1669374647.0,,,,false
"['javascript', 'reactjs', 'formik']","{'account_id': 4306597, 'reputation': 415, 'user_id': 3518813, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6d390528601cd88d213f392e4d646ef0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'amay', 'link': 'https://stackoverflow.com/users/3518813/amay'}",False,594,1,0,1669373965,1669373350,74571649,CC BY-SA 4.0,https://stackoverflow.com/questions/74571649/update-formik-field-from-asynchronous-function-outside-form,Update Formik field from asynchronous function outside form,,,,,,false
"['javascript', 'reactjs']","{'account_id': 14121007, 'reputation': 4123, 'user_id': 12540500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/803129ccb3f8291a7f66cfa96e795582?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Asking', 'link': 'https://stackoverflow.com/users/12540500/asking'}",False,98,1,-1,1669385450,1669373344,74571647,CC BY-SA 4.0,https://stackoverflow.com/questions/74571647/check-the-viewport-size-in-reactjs,Check the viewport size in ReactJs,,,,,,false
"['reactjs', 'state']","{'account_id': 15826748, 'reputation': 153, 'user_id': 11419378, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/804050cfef0bb223b0d4f0b6fe120c5f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Bruno', 'link': 'https://stackoverflow.com/users/11419378/bruno'}",True,55,1,0,1669374383,1669372908,74571552,CC BY-SA 4.0,https://stackoverflow.com/questions/74571552/how-to-fill-a-form-with-the-input-from-another-form-with-the-same-fields,how to fill a form with the input from another form with the same fields,74571806.0,1669374383.0,,,,false
"['javascript', 'reactjs']","{'account_id': 17347336, 'reputation': 2708, 'user_id': 12566640, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4bddda89d44e3cc40912a4aabb1abb5a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'r121', 'link': 'https://stackoverflow.com/users/12566640/r121'}",True,844,2,2,1669442466,1669372888,74571547,CC BY-SA 4.0,https://stackoverflow.com/questions/74571547/how-to-load-a-html-form-in-an-iframe,How to load a html form in an iframe,74580055.0,1669440383.0,,,,false
"['javascript', 'reactjs', 'promise']","{'account_id': 11585996, 'reputation': 125, 'user_id': 8488158, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96f0791eb5df24e6ccc6b7619463b4df?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'beginnerspirit', 'link': 'https://stackoverflow.com/users/8488158/beginnerspirit'}",False,43,0,0,1669372626,1669371898,74571325,,https://stackoverflow.com/questions/74571325/pending-promise-after-pushing-to-array,Pending promise after pushing to array,,1669372331.0,1669372587.0,Duplicate,,false
"['javascript', 'reactjs', 'next.js', 'fetch-api']","{'account_id': 24451176, 'reputation': 51, 'user_id': 18373410, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzU0gyEGb_oxx1uoNHf43bJx8koah6lIMI_BfxY=k-s256', 'display_name': 'Srajan Barkade', 'link': 'https://stackoverflow.com/users/18373410/srajan-barkade'}",True,69,1,1,1669576952,1669371749,74571300,CC BY-SA 4.0,https://stackoverflow.com/questions/74571300/getserversideprops-not-fetching-data-despite-of-running-it-inside-the-page,getServerSideProps not fetching data despite of running it inside the page,,1669576952.0,,,,false
"['reactjs', 'smooth-scrolling', 'framer-motion']","{'account_id': 20267274, 'reputation': 141, 'user_id': 14864169, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-s4ygja8Hx_8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnGMVKyis0rYhTkdpYQXeax9vfOHg/s96-c/photo.jpg?sz=256', 'display_name': 'Alexandre PUJOL', 'link': 'https://stackoverflow.com/users/14864169/alexandre-pujol'}",False,1200,0,0,1669371496,1669371496,74571250,CC BY-SA 4.0,https://stackoverflow.com/questions/74571250/best-way-to-make-a-custom-smooth-scroll-and-scrollto-coexist-reactjs-framer-m,Best way to make a custom smooth scroll and scrollto coexist (ReactJs - Framer motion),,,,,,false
['reactjs'],"{'account_id': 7016025, 'reputation': 360, 'user_id': 5377342, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/rdZ7F.jpg?s=256', 'display_name': 'denmg', 'link': 'https://stackoverflow.com/users/5377342/denmg'}",False,38,0,0,1669371422,1669371121,74571184,CC BY-SA 4.0,https://stackoverflow.com/questions/74571184/react-state-cant-delete-first-letter,react state cant delete first letter,,1669371422.0,,,,false
"['javascript', 'reactjs']","{'account_id': 12107544, 'reputation': 666, 'user_id': 8845766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c233505c6e52fe0a5233bdd4b6fddaaf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'U. Watt', 'link': 'https://stackoverflow.com/users/8845766/u-watt'}",False,632,2,0,1669373491,1669370796,74571118,CC BY-SA 4.0,https://stackoverflow.com/questions/74571118/how-to-pass-only-those-values-which-changed-in-post-request-body,how to pass only those values which changed in POST request body,,,,,,false
"['reactjs', 'unit-testing', 'react-testing-library']","{'account_id': 14878181, 'reputation': 1, 'user_id': 10743666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16655b519e43a77ae5535b17466d30f5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Manhiu', 'link': 'https://stackoverflow.com/users/10743666/manhiu'}",False,389,1,0,1669698562,1669370534,74571056,CC BY-SA 4.0,https://stackoverflow.com/questions/74571056/how-to-test-properly-a-parent-component-in-react,How to test properly a parent component in React?,,1669698562.0,,,,false
"['css', 'reactjs', 'css-modules', 'react-css-modules']","{'account_id': 11888844, 'reputation': 143, 'user_id': 20508530, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/iIDYo.jpg?s=256', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/20508530/anonymous'}",False,588,1,0,1669629405,1669370178,74570988,CC BY-SA 4.0,https://stackoverflow.com/questions/74570988/how-to-apply-css-modules-in-dangerously-set-inner-html-in-react,How to apply css modules in dangerously set Inner html in react?,,1669629405.0,,,,false
"['reactjs', 'google-cloud-run', 'google-iam']","{'account_id': 27043526, 'reputation': 11, 'user_id': 20598038, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0N-rLtwqId2cdhMG6fPKVvfCAzUQFnK2PFYxX-=k-s256', 'display_name': 'kaushikgcp r', 'link': 'https://stackoverflow.com/users/20598038/kaushikgcp-r'}",False,154,0,1,1669673068,1669369983,74570954,CC BY-SA 4.0,https://stackoverflow.com/questions/74570954/react-app-on-cloud-run-with-gcp-iam-to-connect-with-backend-rest-api-on-cloud-ru,React app on cloud run with GCP IAM to connect with backend REST API on cloud run,,1669673068.0,,,,false
"['reactjs', 'next.js', 'codesandbox']","{'account_id': 26571246, 'reputation': 151, 'user_id': 20197439, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/0Yci2.jpg?s=256', 'display_name': 'sllmn', 'link': 'https://stackoverflow.com/users/20197439/sllmn'}",True,766,2,0,1704700598,1669369795,74570910,CC BY-SA 4.0,https://stackoverflow.com/questions/74570910/how-to-configure-sandpack-to-show-code-only,How to configure sandpack to show code only?,,,,,,false
"['reactjs', 'typescript', 'generics', 'next.js', 'react-hook-form']","{'account_id': 12599653, 'reputation': 353, 'user_id': 9162851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c41e289f75e4eee85ba3b8d09d8772e4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jerome Marshall', 'link': 'https://stackoverflow.com/users/9162851/jerome-marshall'}",True,2115,1,0,1669377431,1669369580,74570862,CC BY-SA 4.0,https://stackoverflow.com/questions/74570862/how-to-pass-a-generic-type-to-a-functional-component-props-which-also-extends-an,How to pass a Generic type to a functional component props which also extends another Interface for its props?,74571052.0,1669377431.0,,,,false
"['reactjs', 'next.js', 'dynamic-routing']","{'account_id': 25921731, 'reputation': 887, 'user_id': 19644223, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmmPIOIb6X_-fPKRFDWsrJpijYfz_LyVXv6J3Quz=k-s256', 'display_name': 'Vivaan Kumar', 'link': 'https://stackoverflow.com/users/19644223/vivaan-kumar'}",True,33996,4,16,1727735065,1669369443,74570835,CC BY-SA 4.0,https://stackoverflow.com/questions/74570835/how-to-do-dynamic-routes-with-nextjs-13,How to do dynamic routes with nextjs 13?,,1669369521.0,,,,false
"['reactjs', 'react-query']","{'account_id': 14029818, 'reputation': 856, 'user_id': 10863293, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4c2ba3a414e9c1a65b5f0ab7c622997?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user10863293', 'link': 'https://stackoverflow.com/users/10863293/user10863293'}",False,45,1,0,1669778610,1669369437,74570833,CC BY-SA 4.0,https://stackoverflow.com/questions/74570833/how-can-i-get-my-api-return-object-with-usemutation,How can I get my api return object with useMutation?,,,,,,false
"['javascript', 'reactjs', 'webpack', 'environment-variables', 'minify']","{'account_id': 2138826, 'reputation': 53, 'user_id': 1897992, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/8gMRj.png?s=256', 'display_name': 'Florian', 'link': 'https://stackoverflow.com/users/1897992/florian'}",False,1846,1,1,1669467000,1669369068,74570767,CC BY-SA 4.0,https://stackoverflow.com/questions/74570767/how-to-detect-development-vs-production-mode-in-react-at-runtime,How to detect development vs production mode in React at runtime,,1669467000.0,,,,false
"['python', 'reactjs', 'axios', 'general-network-error']","{'account_id': 23854935, 'reputation': 133, 'user_id': 20068457, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/SWgvl.png?s=256', 'display_name': 'Hrishav Saha', 'link': 'https://stackoverflow.com/users/20068457/hrishav-saha'}",False,100,0,1,1669368690,1669368690,74570680,CC BY-SA 4.0,https://stackoverflow.com/questions/74570680/weird-axios-network-error-with-seemingly-error-free-code,Weird Axios Network Error with seemingly error-free code,,,,,,false
"['reactjs', 'chart.js']","{'account_id': 21051526, 'reputation': 85, 'user_id': 15471776, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/98576c8ebf0513366ff0219d3cda115d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'john_smith', 'link': 'https://stackoverflow.com/users/15471776/john-smith'}",True,1842,1,1,1669375152,1669368675,74570679,CC BY-SA 4.0,https://stackoverflow.com/questions/74570679/chart-js-module-parse-failed-when-using-the-latest-version-of-chart-js,Chart.js : Module parse failed when using the latest version of chart.js,74572014.0,,,,,false
"['reactjs', 'azure', 'powerbi', 'azure-active-directory', 'powerbi-rest-api']","{'account_id': 27043214, 'reputation': 3, 'user_id': 20597773, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3y_nCYYC-OQJ2-Ajf2KFuQbeNKYiXehZzEx4Ma=k-s256', 'display_name': 'Prabhakaran T', 'link': 'https://stackoverflow.com/users/20597773/prabhakaran-t'}",True,2699,2,0,1690809706,1669368409,74570608,CC BY-SA 4.0,https://stackoverflow.com/questions/74570608/can-we-refresh-the-access-token-in-power-bi-which-is-sent-by-azure-using-react-a,Can we refresh the access token in Power bi which is sent by Azure using React app.?,74580633.0,,,,,false
"['javascript', 'reactjs', 'api', 'render', 'native']","{'account_id': 27025133, 'reputation': 153, 'user_id': 20582529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ec2012e8e50cbf03d53cc54fdbe75c2?s=256&d=identicon&r=PG', 'display_name': 'salm00n', 'link': 'https://stackoverflow.com/users/20582529/salm00n'}",True,215,1,0,1669368658,1669368331,74570589,CC BY-SA 4.0,https://stackoverflow.com/questions/74570589/conditionally-render-data-in-an-api,conditionally render data in an API,,,,,,false
"['reactjs', 'react-native', 'state', 'use-ref']","{'account_id': 27043199, 'reputation': 1, 'user_id': 20597762, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0Z_PXYg4Irqhavj6hk2KB3I3gROUBEdlCgWvQ=k-s256', 'display_name': 'Anil Saxena', 'link': 'https://stackoverflow.com/users/20597762/anil-saxena'}",False,562,2,0,1675950524,1669368312,74570587,CC BY-SA 4.0,https://stackoverflow.com/questions/74570587/trying-to-change-color-of-a-button-pressed-from-a-dynamic-list-using-useref-to-u,Trying to change color of a button pressed from a dynamic list using useRef to uplift the state [React Native],,1675950524.0,,,,false
"['reactjs', 'formik']","{'account_id': 19666148, 'reputation': 525, 'user_id': 14523632, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjNgssFWh_udFjtJEzbN4eG7UkvlELmSGnpPre1oA=k-s256', 'display_name': 'gusti', 'link': 'https://stackoverflow.com/users/14523632/gusti'}",False,461,0,1,1669368009,1669368009,74570532,CC BY-SA 4.0,https://stackoverflow.com/questions/74570532/formik-access-previous-value,Formik access previous value,,,,,,false
"['javascript', 'reactjs', 'react-redux']","{'account_id': 4857542, 'reputation': 1763, 'user_id': 3918121, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/6fd3ff988e2124a9fa881432cb3a7a59?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'lonelydev101', 'link': 'https://stackoverflow.com/users/3918121/lonelydev101'}",False,55,2,-1,1669370203,1669367714,74570472,CC BY-SA 4.0,https://stackoverflow.com/questions/74570472/how-to-extract-data-from-api-function-with-a-promise-in-react,How to extract data from api function with a promise in react,,,,,,false
"['reactjs', 'react-hooks']","{'account_id': 25300515, 'reputation': 183, 'user_id': 19124826, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiW0--898kifP_FlDNrPGG1OJSWcpyFW-kPy1Yu=k-s256', 'display_name': 'Amos Machora', 'link': 'https://stackoverflow.com/users/19124826/amos-machora'}",False,279,0,2,1669368653,1669367387,74570423,CC BY-SA 4.0,https://stackoverflow.com/questions/74570423/what-necessitates-using-the-value-returned-from-usestate-and-completely-ignoring,What necessitates using the value returned from useState and completely ignoring the setter function?,,,,,,false
"['reactjs', 'next.js', 'accessibility']","{'account_id': 19123172, 'reputation': 347, 'user_id': 13966698, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/N2uJK.png?s=256', 'display_name': 'Ryan Roberts', 'link': 'https://stackoverflow.com/users/13966698/ryan-roberts'}",True,1989,2,2,1669517962,1669367306,74570405,CC BY-SA 4.0,https://stackoverflow.com/questions/74570405/react-next-js-invalid-aria-attribute-ariahidden-did-you-mean-aria-hidde,"React (Next.js) &gt; Invalid ARIA attribute `ariaHidden` , did you mean `aria-hidden`?",,,,,,false
"['javascript', 'reactjs', 'jasmine']","{'account_id': 14420909, 'reputation': 386, 'user_id': 10416948, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6275378da3085f2dc7584cd1876a7e1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Yogesh', 'link': 'https://stackoverflow.com/users/10416948/yogesh'}",False,414,1,2,1670076297,1669366437,74570266,CC BY-SA 4.0,https://stackoverflow.com/questions/74570266/unit-test-for-a-function-with-api-call-in-jasmine,Unit Test for a function with API call in Jasmine,,,,,,false
"['reactjs', 'formik', 'react-select']","{'account_id': 7182375, 'reputation': 119, 'user_id': 5485775, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6350bb4acd41c624cbb74088b88d203?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'mogan90', 'link': 'https://stackoverflow.com/users/5485775/mogan90'}",False,424,0,0,1669366251,1669366251,74570227,CC BY-SA 4.0,https://stackoverflow.com/questions/74570227/reset-and-setfieldvalue-with-react-seelect-within-formik,Reset and setFieldValue with react-seelect within Formik,,,,,,false
"['css', 'reactjs']","{'account_id': 21422806, 'reputation': 344, 'user_id': 15991847, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Eqvh_sdQLwY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckjfaLbEwtijbx3PcjfurC2HP88pA/s96-c/photo.jpg?sz=256', 'display_name': 'Flitzcore', 'link': 'https://stackoverflow.com/users/15991847/flitzcore'}",True,41,2,0,1669371977,1669364890,74569993,CC BY-SA 4.0,https://stackoverflow.com/questions/74569993/how-to-set-order-position-in-css,How to set order position in css?,74571344.0,,,,,false
"['reactjs', 'material-ui']","{'account_id': 22402097, 'reputation': 199, 'user_id': 16612350, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/pSiuh.jpg?s=256', 'display_name': 'Guit Adharsh', 'link': 'https://stackoverflow.com/users/16612350/guit-adharsh'}",True,939,2,0,1712176393,1669363914,74569846,CC BY-SA 4.0,https://stackoverflow.com/questions/74569846/in-the-full-screen-component-the-material-ui-modal-does-not-work,"In the full screen component, the Material Ui modal does not work",,,,,,false
"['reactjs', 'tiff']","{'account_id': 19357028, 'reputation': 25, 'user_id': 14153148, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg-06SkHwtwkJGAo-8eP29GvqbUrMvJfrLwoggJBg=k-s256', 'display_name': 'Serhat', 'link': 'https://stackoverflow.com/users/14153148/serhat'}",False,1997,1,1,1728206779,1669363807,74569837,CC BY-SA 4.0,https://stackoverflow.com/questions/74569837/display-tiff-files,Display tiff files,,1669369097.0,,,,false
"['reactjs', 'create-react-app', 'digital-ocean', 'digital-ocean-apps']","{'account_id': 22531950, 'reputation': 11, 'user_id': 16723837, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4185346178178122/picture?type=large', 'display_name': 'Arjun Vaidy', 'link': 'https://stackoverflow.com/users/16723837/arjun-vaidy'}",False,888,1,1,1685273443,1669363777,74569830,CC BY-SA 4.0,https://stackoverflow.com/questions/74569830/create-react-app-deployment-in-digital-ocean-app-stuck-at-starting-developmen,Create react app deployment in digital ocean - App stuck at &#39;starting development server&#39;,,,,,,false
"['reactjs', 'typescript', 'react-router', 'react-router-dom']","{'account_id': 1026404, 'reputation': 2700, 'user_id': 1035619, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.sstatic.net/9PD1N.jpg?s=256', 'display_name': 'Aram Mkrtchyan', 'link': 'https://stackoverflow.com/users/1035619/aram-mkrtchyan'}",True,4838,3,1,1684507110,1669362155,74569592,CC BY-SA 4.0,https://stackoverflow.com/questions/74569592/react-router-v6-add-custom-param-into-createbrowserrouter,React Router v6 add custom param into createBrowserRouter,74571068.0,1669364144.0,,,,false
"['javascript', 'reactjs', 'frontend']","{'account_id': 21751814, 'reputation': 7, 'user_id': 16057636, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2cf585ecafb5151b8423b5d6c817d26c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashish', 'link': 'https://stackoverflow.com/users/16057636/ashish'}",True,81,1,0,1692395471,1669361923,74569559,CC BY-SA 4.0,https://stackoverflow.com/questions/74569559/accessing-table-objects-data-from-the-json-file,Accessing table objects data from the JSON file,,1672866965.0,,,,false
"['reactjs', 'typescript', 'react-router']","{'account_id': 16285351, 'reputation': 63, 'user_id': 11760259, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LD4HtXVDb5A/AAAAAAAAAAI/AAAAAAAAACQ/g58YWqlP0aQ/photo.jpg?sz=256', 'display_name': 'Saurav Chittal', 'link': 'https://stackoverflow.com/users/11760259/saurav-chittal'}",False,198,1,0,1669365559,1669361819,74569544,CC BY-SA 4.0,https://stackoverflow.com/questions/74569544/how-to-use-useref-to-get-element-to-use-react-scroll-to-ensure-smooth-page-trans,How to use useRef to get element to use react-scroll to ensure smooth page transition,,,,,,false
"['javascript', 'reactjs', 'material-ui']","{'account_id': 27019247, 'reputation': 15, 'user_id': 20577523, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1zCVfMZxPTm0cb0wqIrxOpx2yqYxMlnWCcbzM7=k-s256', 'display_name': 'denise', 'link': 'https://stackoverflow.com/users/20577523/denise'}",True,495,1,1,1669361871,1669361785,74569537,CC BY-SA 4.0,https://stackoverflow.com/questions/74569537/how-to-put-default-value-on-multi-select-using-reactjs-and-material-ui,How to put default value on Multi select using reactjs and Material UI?,,,,,,false
"['reactjs', 'material-ui']","{'account_id': 7143124, 'reputation': 91, 'user_id': 5459924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b6c077b38ec2b152730afa9016ecd1b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lamin', 'link': 'https://stackoverflow.com/users/5459924/lamin'}",False,790,1,0,1669362425,1669361358,74569478,CC BY-SA 4.0,https://stackoverflow.com/questions/74569478/reactjs-sidebar,Reactjs Sidebar,,,,,,false
"['reactjs', 'react-hooks', 'apollo-client']","{'account_id': 20189489, 'reputation': 11, 'user_id': 14808055, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/JG4tJ.jpg?s=256', 'display_name': 'sokratesli', 'link': 'https://stackoverflow.com/users/14808055/sokratesli'}",False,348,1,0,1669363415,1669361082,74569436,CC BY-SA 4.0,https://stackoverflow.com/questions/74569436/cant-add-usequery-to-a-function-invalid-hook-and-not-a-function-error,Can&#39;t add useQuery to a function =&gt; Invalid Hook and &quot;not a function&quot; Error,,,,,,false
"['javascript', 'reactjs', 'frontend']","{'account_id': 24289808, 'reputation': 167, 'user_id': 18235030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2dd7a348515cbb3dd5abad5b193c1bc3?s=256&d=identicon&r=PG', 'display_name': 'JonD', 'link': 'https://stackoverflow.com/users/18235030/jond'}",True,388,1,0,1669373498,1669359962,74569285,CC BY-SA 4.0,https://stackoverflow.com/questions/74569285/react-js-custom-filter-pane,React JS Custom Filter Pane,74571679.0,,,,,false
